,Date,Instrument,Symbol,Expiry_Date,Open_Price,High_Price,Low_Price,Close_Price,Daily_Settlement_Price,Open_Interest,No_of_Contracts,Turnover
117,2019-07-29,FUTENR,BRCRUDEM,31-07-2019,4363.0,4384.0,4335.0,4368.0,4368.0,285,611,2.66
118,2019-07-29,FUTENR,BRCRUDEM,30-08-2019,4367.0,4367.0,4367.0,4367.0,4390.0,10,10,0.04
119,2019-07-26,FUTENR,BRCRUDEM,31-07-2019,4389.0,4407.0,4348.0,4348.0,4408.0,285,578,2.54
120,2019-07-25,FUTENR,BRCRUDEM,31-07-2019,4362.0,4430.0,4362.0,4396.0,4407.0,258,683,3.0
121,2019-07-24,FUTENR,BRCRUDEM,31-07-2019,4418.0,4453.0,4395.0,4402.0,4357.0,225,444,1.96
122,2019-07-23,FUTENR,BRCRUDEM,31-07-2019,4362.0,4382.0,4320.0,4353.0,4356.0,225,488,2.12
123,2019-07-22,FUTENR,BRCRUDEM,31-07-2019,4360.0,4407.0,4335.0,4355.0,4395.0,185,455,1.99
124,2019-07-19,FUTENR,BRCRUDEM,31-07-2019,4342.0,4348.0,4287.0,4291.0,4346.0,162,542,2.35
125,2019-07-18,FUTENR,BRCRUDEM,31-07-2019,4402.0,4448.0,4311.0,4318.0,4427.0,126,539,2.37
126,2019-07-17,FUTENR,BRCRUDEM,31-07-2019,4444.0,4502.0,4442.0,4485.0,4481.0,106,522,2.33
127,2019-07-16,FUTENR,BRCRUDEM,31-07-2019,4571.0,4607.0,4460.0,4522.0,4522.0,77,569,2.6
128,2019-07-15,FUTENR,BRCRUDEM,31-07-2019,4577.0,4629.0,4564.0,4564.0,4616.0,43,355,1.63
129,2019-07-12,FUTENR,BRCRUDEM,31-07-2019,4596.0,4617.0,4583.0,4583.0,4616.0,58,288,1.33
130,2019-07-11,FUTENR,BRCRUDEM,31-07-2019,4602.0,4629.0,4577.0,4577.0,4627.0,67,244,1.13
131,2019-07-10,FUTENR,BRCRUDEM,31-07-2019,4455.0,4544.0,4450.0,4544.0,4508.0,58,186,0.83
132,2019-07-09,FUTENR,BRCRUDEM,31-07-2019,4403.0,4450.0,4401.0,4419.0,4454.0,59,299,1.32
133,2019-07-08,FUTENR,BRCRUDEM,31-07-2019,4424.0,4460.0,4411.0,4436.0,4440.0,73,253,1.12
134,2019-07-05,FUTENR,BRCRUDEM,31-07-2019,4358.0,4429.0,4330.0,4426.0,4382.0,52,226,0.99
135,2019-07-04,FUTENR,BRCRUDEM,31-07-2019,4383.0,4400.0,4355.0,4371.0,4415.0,42,193,0.85
136,2019-07-03,FUTENR,BRCRUDEM,31-07-2019,4348.0,4402.0,4314.0,4402.0,4368.0,52,255,1.11
137,2019-07-02,FUTENR,BRCRUDEM,31-07-2019,4501.0,4540.0,4431.0,4431.0,4503.0,53,262,1.18
138,2019-07-01,FUTENR,BRCRUDEM,31-07-2019,4588.0,4615.0,4490.0,4501.0,4612.0,27,174,0.8
139,2019-06-28,FUTENR,BRCRUDEM,28-06-2019,4523.0,4580.0,4519.0,4537.0,4582.0,88,150,0.68
140,2019-06-28,FUTENR,BRCRUDEM,31-07-2019,4548.0,4566.0,4540.0,4566.0,4623.0,9,12,0.05
141,2019-06-27,FUTENR,BRCRUDEM,28-06-2019,4601.0,4610.0,4554.0,4597.0,4566.0,63,102,0.47
142,2019-06-27,FUTENR,BRCRUDEM,31-07-2019,4575.0,4615.0,4575.0,4615.0,4592.0,9,15,0.07
143,2019-06-26,FUTENR,BRCRUDEM,28-06-2019,4602.0,4623.0,4566.0,4610.0,4576.0,46,134,0.62
144,2019-06-25,FUTENR,BRCRUDEM,28-06-2019,4488.0,4550.0,4485.0,4550.0,4489.0,47,115,0.52
145,2019-06-24,FUTENR,BRCRUDEM,28-06-2019,4591.0,4597.0,4471.0,4471.0,4471.0,61,50,0.23
146,2019-06-21,FUTENR,BRCRUDEM,28-06-2019,4534.0,4593.0,4509.0,4563.0,4547.0,57,115,0.52
147,2019-06-20,FUTENR,BRCRUDEM,28-06-2019,4418.0,4469.0,4416.0,4441.0,4433.0,67,122,0.54
148,2019-06-19,FUTENR,BRCRUDEM,28-06-2019,4351.0,4381.0,4313.0,4367.0,4322.0,62,97,0.42
149,2019-06-18,FUTENR,BRCRUDEM,28-06-2019,4247.0,4365.0,4229.0,4365.0,4246.0,47,106,0.45
150,2019-06-17,FUTENR,BRCRUDEM,28-06-2019,4369.0,4377.0,4305.0,4330.0,4319.0,43,555,2.41
151,2019-06-14,FUTENR,BRCRUDEM,28-06-2019,4322.0,4357.0,4276.0,4353.0,4276.0,32,246,1.06
152,2019-06-13,FUTENR,BRCRUDEM,28-06-2019,4181.0,4383.0,4181.0,4284.0,4332.0,38,856,3.69
153,2019-06-12,FUTENR,BRCRUDEM,28-06-2019,4292.0,4294.0,4235.0,4261.0,4233.0,32,457,1.95
154,2019-06-11,FUTENR,BRCRUDEM,28-06-2019,4373.0,4392.0,4340.0,4356.0,4350.0,33,463,2.02
155,2019-06-10,FUTENR,BRCRUDEM,28-06-2019,4440.0,4458.0,4397.0,4401.0,4421.0,32,379,1.68
156,2019-06-07,FUTENR,BRCRUDEM,28-06-2019,4353.0,4407.0,4344.0,4364.0,4366.0,33,449,1.96
157,2019-06-06,FUTENR,BRCRUDEM,28-06-2019,4258.0,4288.0,4234.0,4234.0,4277.0,24,511,2.18
158,2019-06-04,FUTENR,BRCRUDEM,28-06-2019,4251.0,4336.0,4210.0,4332.0,4230.0,23,507,2.16
159,2019-06-03,FUTENR,BRCRUDEM,28-06-2019,4296.0,4371.0,4271.0,4291.0,4381.0,24,323,1.4
160,2019-05-31,FUTENR,BRCRUDEM,31-05-2019,4648.0,4648.0,4648.0,4648.0,4500.0,226,2,0.01
161,2019-05-30,FUTENR,BRCRUDEM,31-05-2019,4860.0,4865.0,4693.0,4693.0,4841.0,227,516,2.49
162,2019-05-30,FUTENR,BRCRUDEM,28-06-2019,4885.0,4885.0,4721.0,4721.0,4866.0,17,29,0.14
163,2019-05-29,FUTENR,BRCRUDEM,31-05-2019,4848.0,4850.0,4746.0,4805.0,4786.0,325,539,2.59
164,2019-05-28,FUTENR,BRCRUDEM,31-05-2019,4866.0,4903.0,4840.0,4881.0,4898.0,340,449,2.19
165,2019-05-27,FUTENR,BRCRUDEM,31-05-2019,4755.0,4798.0,4744.0,4790.0,4774.0,290,446,2.13
166,2019-05-24,FUTENR,BRCRUDEM,31-05-2019,4773.0,4778.0,4736.0,4736.0,4792.0,270,233,1.11
167,2019-05-23,FUTENR,BRCRUDEM,31-05-2019,4880.0,4895.0,4810.0,4810.0,4876.0,282,162,0.79
168,2019-05-22,FUTENR,BRCRUDEM,31-05-2019,4991.0,5008.0,4906.0,4920.0,5010.0,280,682,3.4
169,2019-05-21,FUTENR,BRCRUDEM,31-05-2019,5067.0,5073.0,4999.0,5012.0,5030.0,200,596,2.99
170,2019-05-20,FUTENR,BRCRUDEM,31-05-2019,5088.0,5111.0,5044.0,5045.0,5109.0,164,317,1.61
171,2019-05-17,FUTENR,BRCRUDEM,31-05-2019,5115.0,5133.0,5073.0,5074.0,5141.0,164,486,2.48
172,2019-05-16,FUTENR,BRCRUDEM,31-05-2019,5073.0,5139.0,5033.0,5115.0,5107.0,187,648,3.29
173,2019-05-15,FUTENR,BRCRUDEM,31-05-2019,4996.0,5060.0,4967.0,5060.0,5004.0,164,462,2.31
174,2019-05-14,FUTENR,BRCRUDEM,31-05-2019,4971.0,5036.0,4927.0,5021.0,4990.0,132,586,2.92
175,2019-05-13,FUTENR,BRCRUDEM,31-05-2019,4970.0,5121.0,4970.0,5047.0,5069.0,92,473,2.39
176,2019-05-10,FUTENR,BRCRUDEM,31-05-2019,4956.0,4975.0,4926.0,4966.0,4983.0,92,330,1.63
177,2019-05-09,FUTENR,BRCRUDEM,31-05-2019,4876.0,4941.0,4875.0,4932.0,4943.0,132,574,2.81
178,2019-05-08,FUTENR,BRCRUDEM,31-05-2019,4890.0,4904.0,4846.0,4904.0,4876.0,52,263,1.28
179,2019-05-07,FUTENR,BRCRUDEM,31-05-2019,4946.0,4956.0,4867.0,4904.0,4916.0,54,307,1.51
180,2019-05-06,FUTENR,BRCRUDEM,31-05-2019,4821.0,4930.0,4801.0,4914.0,4899.0,62,234,1.14
181,2019-05-03,FUTENR,BRCRUDEM,31-05-2019,4903.0,4950.0,4858.0,4950.0,4910.0,44,216,1.06
182,2019-05-02,FUTENR,BRCRUDEM,31-05-2019,5014.0,5017.0,4900.0,4900.0,5002.0,60,183,0.91
183,2019-04-30,FUTENR,BRCRUDEM,30-04-2019,5001.0,5090.0,5001.0,5054.0,5083.0,485,86,0.43
184,2019-04-30,FUTENR,BRCRUDEM,31-05-2019,5031.0,5105.0,5020.0,5098.0,5123.0,42,219,1.11
185,2019-04-26,FUTENR,BRCRUDEM,30-04-2019,5200.0,5203.0,5090.0,5118.0,5142.0,485,285,1.47
186,2019-04-26,FUTENR,BRCRUDEM,31-05-2019,5123.0,5123.0,5119.0,5119.0,5172.0,42,12,0.06
187,2019-04-25,FUTENR,BRCRUDEM,30-04-2019,5217.0,5302.0,5215.0,5262.0,5275.0,385,975,5.14
188,2019-04-25,FUTENR,BRCRUDEM,31-05-2019,5309.0,5310.0,5295.0,5295.0,5306.0,30,38,0.2
189,2019-04-24,FUTENR,BRCRUDEM,30-04-2019,5171.0,5215.0,5166.0,5206.0,5209.0,295,378,1.96
190,2019-04-23,FUTENR,BRCRUDEM,30-04-2019,5164.0,5198.0,5157.0,5172.0,5207.0,194,388,2.01
191,2019-04-22,FUTENR,BRCRUDEM,30-04-2019,5136.0,5163.0,5119.0,5152.0,5002.0,154,362,1.86
192,2019-04-18,FUTENR,BRCRUDEM,30-04-2019,4972.0,4985.0,4948.0,4974.0,4995.0,114,281,1.4
193,2019-04-17,FUTENR,BRCRUDEM,30-04-2019,4980.0,4985.0,4970.0,4981.0,4981.0,94,50,0.25
194,2019-04-16,FUTENR,BRCRUDEM,30-04-2019,4932.0,4968.0,4925.0,4967.0,4969.0,54,427,2.11
195,2019-04-15,FUTENR,BRCRUDEM,30-04-2019,4949.0,4955.0,4919.0,4941.0,4938.0,62,327,1.62
196,2019-04-12,FUTENR,BRCRUDEM,30-04-2019,4921.0,4970.0,4916.0,4957.0,4990.0,124,229,1.13
197,2019-04-11,FUTENR,BRCRUDEM,30-04-2019,4945.0,4948.0,4905.0,4913.0,4939.0,165,482,2.38
198,2019-04-10,FUTENR,BRCRUDEM,30-04-2019,4890.0,4953.0,4890.0,4953.0,4937.0,294,283,1.39
199,2019-04-09,FUTENR,BRCRUDEM,30-04-2019,4964.0,4965.0,4888.0,4908.0,4975.0,257,423,2.09
200,2019-04-08,FUTENR,BRCRUDEM,30-04-2019,4912.0,4940.0,4908.0,4936.0,4947.0,197,490,2.41
201,2019-04-05,FUTENR,BRCRUDEM,30-04-2019,4790.0,4848.0,4779.0,4847.0,4820.0,187,517,2.48
202,2019-04-04,FUTENR,BRCRUDEM,30-04-2019,4769.0,4830.0,4764.0,4826.0,4800.0,187,439,2.1
203,2019-04-03,FUTENR,BRCRUDEM,30-04-2019,4806.0,4815.0,4734.0,4739.0,4808.0,203,577,2.77
204,2019-04-02,FUTENR,BRCRUDEM,30-04-2019,4813.0,4818.0,4752.0,4790.0,4824.0,124,461,2.21
205,2019-04-01,FUTENR,BRCRUDEM,30-04-2019,4738.0,4774.0,4735.0,4744.0,4789.0,70,344,1.64
206,2019-03-29,FUTENR,BRCRUDEM,29-03-2019,4690.0,4700.0,4629.0,4700.0,4727.0,83,347,1.62
207,2019-03-29,FUTENR,BRCRUDEM,30-04-2019,4731.0,4767.0,4651.0,4756.0,4777.0,70,292,1.38
208,2019-03-28,FUTENR,BRCRUDEM,29-03-2019,4655.0,4656.0,4600.0,4646.0,4642.0,93,406,1.88
209,2019-03-28,FUTENR,BRCRUDEM,30-04-2019,4693.0,4693.0,4641.0,4680.0,4672.0,30,93,0.43
210,2019-03-27,FUTENR,BRCRUDEM,29-03-2019,4681.0,4699.0,4641.0,4675.0,4675.0,102,290,1.36
211,2019-03-27,FUTENR,BRCRUDEM,30-04-2019,4714.0,4732.0,4694.0,4715.0,4717.0,32,85,0.4
212,2019-03-26,FUTENR,BRCRUDEM,29-03-2019,4615.0,4675.0,4615.0,4672.0,4630.0,111,248,1.15
213,2019-03-26,FUTENR,BRCRUDEM,30-04-2019,4680.0,4714.0,4680.0,4696.0,4660.0,15,48,0.23
214,2019-03-25,FUTENR,BRCRUDEM,29-03-2019,4572.0,4614.0,4568.0,4605.0,4627.0,103,414,1.9
215,2019-03-25,FUTENR,BRCRUDEM,30-04-2019,4618.0,4650.0,4617.0,4650.0,4657.0,11,8,0.04
216,2019-03-22,FUTENR,BRCRUDEM,29-03-2019,4622.0,4645.0,4580.0,4592.0,4618.0,121,387,1.79
217,2019-03-21,FUTENR,BRCRUDEM,29-03-2019,4645.0,4673.0,4645.0,4662.0,4713.0,102,17,0.08
218,2019-03-20,FUTENR,BRCRUDEM,29-03-2019,4647.0,4684.0,4606.0,4684.0,4659.0,103,416,1.92
219,2019-03-20,FUTENR,BRCRUDEM,30-04-2019,4674.0,4675.0,4648.0,4648.0,4689.0,11,12,0.06
220,2019-03-19,FUTENR,BRCRUDEM,29-03-2019,4630.0,4679.0,4622.0,4624.0,4681.0,157,360,1.67
221,2019-03-19,FUTENR,BRCRUDEM,30-04-2019,4697.0,4697.0,4697.0,4697.0,4711.0,3,3,0.01
222,2019-03-18,FUTENR,BRCRUDEM,29-03-2019,4618.0,4635.0,4584.0,4635.0,4624.0,147,296,1.37
223,2019-03-18,FUTENR,BRCRUDEM,30-04-2019,4609.0,4645.0,4599.0,4642.0,4653.0,0,9,0.04
224,2019-03-15,FUTENR,BRCRUDEM,29-03-2019,4652.0,4675.0,4575.0,4623.0,4655.0,147,490,2.27
225,2019-03-14,FUTENR,BRCRUDEM,29-03-2019,4717.0,4742.0,4659.0,4677.0,4740.0,116,568,2.68
226,2019-03-13,FUTENR,BRCRUDEM,29-03-2019,4666.0,4703.0,4649.0,4677.0,4696.0,124,699,3.26
227,2019-03-12,FUTENR,BRCRUDEM,29-03-2019,4656.0,4694.0,4640.0,4647.0,4698.0,132,582,2.72
228,2019-03-11,FUTENR,BRCRUDEM,29-03-2019,4585.0,4665.0,4585.0,4642.0,4659.0,100,545,2.53
229,2019-03-08,FUTENR,BRCRUDEM,29-03-2019,4619.0,4627.0,4519.0,4519.0,4589.0,83,495,2.27
230,2019-03-07,FUTENR,BRCRUDEM,29-03-2019,4646.0,4691.0,4625.0,4646.0,4706.0,65,518,2.41
231,2019-03-06,FUTENR,BRCRUDEM,29-03-2019,4631.0,4645.0,4590.0,4642.0,4666.0,94,669,3.09
232,2019-03-05,FUTENR,BRCRUDEM,29-03-2019,4636.0,4660.0,4604.0,4649.0,4669.0,121,552,2.56
233,2019-03-04,FUTENR,BRCRUDEM,29-03-2019,4657.0,4660.0,4652.0,4652.0,4697.0,101,30,0.14
234,2019-03-01,FUTENR,BRCRUDEM,29-03-2019,4740.0,4773.0,4597.0,4617.0,4617.0,101,1229,5.82
